downtime_id,date_key,date,downtime_start_ts,downtime_end_ts,start_hour,reported_duration_minutes,calculated_duration_minutes,duration_variance_seconds,duration_band
downtime_150,20220804,2022-08-04T00:00:00,2022-08-04T15:53:19,2022-08-04T15:54:19,15,0.9997333333333334,0.9997333333333334,0.0,<1 min
downtime_151,20220804,2022-08-04T00:00:00,2022-08-04T15:55:04,2022-08-04T15:56:04,15,1.0079,1.0079,0.0,1–5 min
downtime_152,20220804,2022-08-04T00:00:00,2022-08-04T16:00:04,2022-08-04T16:22:49,16,22.75095,22.75095,0.0,15–60 min
downtime_153,20220902,2022-09-02T00:00:00,2022-09-02T11:46:05,2022-09-02T11:46:50,11,0.7499833333333333,0.7499833333333333,0.0,<1 min
downtime_154,20220902,2022-09-02T00:00:00,2022-09-02T11:48:05,2022-09-02T11:48:50,11,0.74975,0.74975,0.0,<1 min
downtime_155,20220902,2022-09-02T00:00:00,2022-09-02T11:49:35,2022-09-02T11:51:05,11,1.5000666666666667,1.5000666666666667,0.0,1–5 min
downtime_156,20220902,2022-09-02T00:00:00,2022-09-02T11:52:50,2022-09-02T11:55:50,11,3.0001666666666664,3.0001666666666664,0.0,1–5 min
downtime_157,20220902,2022-09-02T00:00:00,2022-09-02T11:57:20,2022-09-02T11:58:20,11,1.0000666666666667,1.0000666666666667,0.0,1–5 min
downtime_158,20220902,2022-09-02T00:00:00,2022-09-02T12:00:35,2022-09-02T12:02:05,12,1.50005,1.50005,0.0,1–5 min
downtime_159,20220902,2022-09-02T00:00:00,2022-09-02T12:03:05,2022-09-02T12:04:35,12,1.5000333333333333,1.5000333333333333,0.0,1–5 min
